id,publicationid,ethnicity,population,populationinfo,subjecttype,subjectcount,version
4166187,115329.0,Latino,Latino,,,14548,1
4166188,115331.0,Latino,Latino,,,15597,1
4166189,115333.0,Latino,Latino,,,12819,1
4164911,,African American/Afro-Caribbean,African-American,Americans of African Ancestry in SW USA,1000 Genomes,61,1
4164912,113839.0,African American/Afro-Caribbean,African-American,,,50,1
4164913,113841.0,African American/Afro-Caribbean,African American,,warfarin treated cohort,531,1
4164914,113843.0,African American/Afro-Caribbean,African-American,,,260,1
4164915,113845.0,African American/Afro-Caribbean,African-American,,warfarin treated cohort,220,1
4164916,113847.0,American,American Indian and Alaska Native,Southcentral Foundation cohort (SCF),,359,1
4164917,113847.0,American,American Indian and Alaska Native,Center of Alaska Native Health Research cohort (CANHR),,350,1
4164918,113850.0,Central/South Asian,Indian,Punjab,,226,1
4164919,113850.0,Central/South Asian,Indian,Haryana,,108,1
4164920,113850.0,Central/South Asian,Indian,Delhi,,213,1
4164921,113850.0,Central/South Asian,Indian,Uttar Pradesh,,1101,1
4164922,113850.0,Central/South Asian,Indian,Bihar,,267,1
4164923,113537.0,Central/South Asian,"Gujarati Indian from Houston, Texas",GIH,1000 Genomes,103,1
4164924,113537.0,Central/South Asian,"Punjabi from Lahore, Pakistan",PJL,1000 Genomes,96,1
4164925,113537.0,Central/South Asian,Bengali from Bangladesh,BEB,1000 Genomes,86,1
4164926,113537.0,Central/South Asian,Sri Lankan Tamil from the UK,STU,1000 Genomes,102,1
4164927,113537.0,Central/South Asian,Indian Telugu from the UK,ITU,1000 Genomes,102,1
4164928,113839.0,Central/South Asian,Indians,,,88,1
4164929,113862.0,Central/South Asian,South Indians,,,240,1
4164930,113864.0,Central/South Asian,North Indians,,,225,1
4164931,,Central/South Asian,South Asian,GnomAD v2.1.1 population SAS,,3028,1
4164932,113537.0,East Asian,"Han Chinese in Bejing, China",CHB,1000 Genomes,103,1
4164933,113537.0,East Asian,"Japanese in Tokyo, Japan",JPT,1000 Genomes,104,1
4164934,113537.0,East Asian,Southern Han Chinese,CHS,1000 Genomes,105,1
4164935,113537.0,East Asian,"Chinese Dai in Xishuangbanna, China",CDX,1000 Genomes,93,1
4164936,113537.0,East Asian,"Kinh in Ho Chi Minh City, Vietnam",KHV,1000 Genomes,99,1
4164937,113839.0,East Asian,Chinese,,,88,1
4164938,113872.0,East Asian,Chinese,,,551,1
4164939,113874.0,East Asian,Chinese,,,408,1
4164940,113876.0,East Asian,Chinese,,,220,1
4164941,113878.0,East Asian,Chinese,,,222,1
4164942,113880.0,East Asian,Indonesian,,warfarin treated patients,103,1
4164943,113880.0,East Asian,Indonesian,,healthy control,103,1
4164944,113839.0,East Asian,Malays,,,88,1
4164945,113884.0,East Asian,Indonesian,,,135,1
4164946,,East Asian,East Asian,GnomAD v2.1.1 population EAS,,3130,1
4164947,113537.0,European,Utah Residents (CEPH) with Northern and Western Ancestry,CEU,1000 Genomes,99,1
4164948,113537.0,European,Toscani in Italia,TSI,1000 Genomes,107,1
4164949,113537.0,European,Finnish in Finland,FIN,1000 Genomes,99,1
4164950,113537.0,European,British in England and Scotland,GBR,1000 Genomes,91,1
4164951,113537.0,European,Iberian Population in Spain,IBS,1000 Genomes,107,1
4164952,113839.0,European,Caucasians,,,141,1
4164953,113892.0,European,Caucasian,,warfarin-treated cohort,283,1
4164954,113841.0,European,European Americans,,warfarin-treated cohort,707,1
4164955,113895.0,European,Caucasians,,warfarin-treated cohort,429,1
4164956,113897.0,European,Italy,,warfarin-treated cohort,266,1
4164957,113899.0,European,white,,warfarin-treated cohort,241,1
4164958,,European,Finnish,GnomAD v2.1.1 population FIN,,10462,1
4164959,,European,Non-Finnish European,GnomAD v2.1.1 population NFE,,64492,1
4164960,113537.0,Latino,Mexican Ancestry from Los Angeles USA,MXL,1000 Genomes,64,1
4164961,113537.0,Latino,Puerto Ricans from Puerto Rico,PUR,1000 Genomes,104,1
4164962,113537.0,Latino,"Colombians from Medellin, Colombia",CLM,1000 Genomes,94,1
4164963,113537.0,Latino,"Peruvians from Lima, Peru",PEL,1000 Genomes,85,1
4164964,113905.0,Latino,Carribean hispanics,,warfarin treated patients,255,1
4164965,113843.0,Latino,Hispanic,,,53,1
4164966,,Latino,Latino,GnomAD v2.1.1 population AMR,,13648,1
4164967,113908.0,Near Eastern,Omani,,,192,1
4164968,113910.0,Near Eastern,Moroccan patients,,acenocoumarol treated patients,114,1
4164969,113912.0,Near Eastern,Israeli patients,,warfarin-treated cohort,191,1
4164970,113914.0,Near Eastern,Kuwaiti population subgroup of inferred Saudi Arabian tribe ancestry.,,,63,1
4164971,,Near Eastern,Ashkenazi Jewish,GnomAD v2.1.1 population ASJ,,3322,1
4164972,113537.0,Sub-Saharan African,"Yoruba in Ibadan, Nigeria",YRI,1000 Genomes,108,1
4164973,113537.0,Sub-Saharan African,"Luhya in Webuye, Kenya",LWK,1000 Genomes,99,1
4164974,113537.0,Sub-Saharan African,Mandinka in the Gambia,MAG,1000 Genomes,113,1
4164975,113537.0,Sub-Saharan African,Mende in Sierra Leone,MSL,1000 Genomes,85,1
4164976,113537.0,Sub-Saharan African,Esan in Nigeria,ESN,1000 Genomes,99,1
4164977,,Sub-Saharan African,African/African American,GnomAD v2.1.1 population AFR,,41938,1
4166190,,American,Amish,gnomAD v3.1.2 AMI,,912,1
4166191,,American,Amish,gnomAD v3.1.2 AMI,,912,1
4166192,,American,Amish,gnomAD v3.1.2 AMI,,912,1
4166193,,European,Finnish,gnomAD v3.1.2 FIN,,10620,1
4166194,,European,Finnish,gnomAD v3.1.2 FIN,,10580,1
4166195,,European,Finnish,gnomAD v3.1.2 FIN,,10608,1
4166196,,European,Finnish,gnomAD v3.1.2 FIN,,10626,1
4166197,,European,Finnish,gnomAD v3.1.2 FIN,,10620,1
4166198,,European,Finnish,gnomAD v3.1.2 FIN,,10618,1
4166199,,European,Finnish,gnomAD v3.1.2 FIN,,10628,1
4166200,,European,Finnish,gnomAD v3.1.2 FIN,,10610,1
4166201,,European,Finnish,gnomAD v3.1.2 FIN,,10610,1
4166202,,European,Finnish,gnomAD v3.1.2 FIN,,10622,1
4166203,,European,Finnish,gnomAD v3.1.2 FIN,,10628,1
4166204,,European,Finnish,gnomAD v3.1.2 FIN,,10614,1
4166205,,European,Finnish,gnomAD v3.1.2 FIN,,10618,1
4166206,,European,Finnish,gnomAD v3.1.2 FIN,,10622,1
4166207,,European,Finnish,gnomAD v3.1.2 FIN,,10608,1
4166208,,European,Finnish,gnomAD v3.1.2 FIN,,10626,1
4166209,,European,Finnish,gnomAD v3.1.2 FIN,,10616,1
4166210,,European,Finnish,gnomAD v3.1.2 FIN,,10598,1
4164978,113537.0,African American/Afro-Caribbean,African Caribbean (ACB),,,192,1
4164979,113537.0,African American/Afro-Caribbean,African Ancestry in Southwest US (ASW),,,122,1
4164980,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8255,1
4164981,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8242,1
4164982,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8254,1
4164983,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8234,1
4164984,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8253,1
4164985,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8233,1
4164986,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8251,1
4164987,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8238,1
4164988,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8249,1
4164989,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,7773,1
4164990,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,7455,1
4164991,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,7374,1
4164992,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8239,1
4164993,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8232,1
4164994,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,5348,1
4164995,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8250,1
4164996,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8256,1
4164997,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8246,1
4164998,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8245,1
4164999,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8052,1
4165000,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8138,1
4165001,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8161,1
4165002,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8230,1
4165003,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8241,1
4165004,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,7120,1
4165005,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8229,1
4165006,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8240,1
4165007,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8211,1
4165008,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8007,1
4165009,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8252,1
4165010,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8192,1
4165011,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8221,1
4165012,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8235,1
4165013,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,4019,1
4165014,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8210,1
4165015,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8190,1
4165016,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,7547,1
4165017,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,7490,1
4165018,117252.0,Central/South Asian,South Asian,Retrieved from ExAC genome browser,,8243,1
4165019,113537.0,Central/South Asian,Bengali (BEB),,,172,1
4165020,113537.0,Central/South Asian,"Gujarati Indian in Houston, Texas (GIH)",,,206,1
4165021,113537.0,Central/South Asian,Indian Telugu in the United Kingdom (ITU),,,204,1
4165022,113537.0,Central/South Asian,Punjabi in Lahore (PJL),,,192,1
4165023,113537.0,Central/South Asian,Sri Lankan Tamil in the United Kingdom (STU),,,204,1
4165024,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4324,1
4165025,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4303,1
4165026,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4304,1
4165027,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4313,1
4165028,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4322,1
4165029,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4320,1
4165030,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4321,1
4165031,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4306,1
4165032,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4292,1
4165033,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4326,1
4165034,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4323,1
4165035,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4319,1
4165036,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4283,1
4165037,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4327,1
4165038,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4263,1
4165039,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4316,1
4165040,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,3903,1
4165041,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,3546,1
4165042,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,3472,1
4165043,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4243,1
4165044,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,2317,1
4165045,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4317,1
4165046,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4318,1
4165047,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4311,1
4165048,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4312,1
4165049,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4307,1
4165050,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4042,1
4165051,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4146,1
4165052,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4290,1
4165053,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4305,1
4165054,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4296,1
4165055,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4247,1
4165056,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4293,1
4165057,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,3675,1
4165058,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4278,1
4165059,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4289,1
4165060,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4291,1
4165061,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4302,1
4165062,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4298,1
4165063,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4150,1
4165064,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4288,1
4165065,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4200,1
4165066,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4257,1
4165067,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4281,1
4165068,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,242,1
4165069,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4239,1
4165070,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,3723,1
4165071,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,3537,1
4165072,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4314,1
4165073,117252.0,East Asian,East Asian,Retrieved from ExAC genome browser,,4295,1
4165074,113537.0,East Asian,Chinese Dai in Xishuangbanna (CDX),,,186,1
4165075,113537.0,East Asian,Han Chinese in Beijing (CHB),,,206,1
4165076,113537.0,East Asian,Southern Han Chinese (CHS),,,210,1
4165077,113537.0,East Asian,Japanese in Tokyo (JPT),,,208,1
4165078,113537.0,East Asian,Kinh in Ho Chi Minh City (KHV),,,198,1
4165079,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3304,1
4165080,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3280,1
4165081,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3297,1
4165082,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3278,1
4165083,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3307,1
4165084,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3305,1
4165085,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3299,1
4165086,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3279,1
4165087,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3303,1
4165088,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3272,1
4165089,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3284,1
4165090,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3306,1
4165091,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3143,1
4165092,117252.0,European,Finnish,Retrieved from ExAC genome browser,,2778,1
4165093,117252.0,European,Finnish,Retrieved from ExAC genome browser,,2719,1
4165094,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3281,1
4165095,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3293,1
4165096,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3300,1
4165097,117252.0,European,Finnish,Retrieved from ExAC genome browser,,1378,1
4165098,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3302,1
4165099,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3296,1
4165100,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3295,1
4165101,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3219,1
4165102,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3253,1
4165103,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3250,1
4165104,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3277,1
4165105,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3294,1
4165106,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3301,1
4165107,117252.0,European,Finnish,Retrieved from ExAC genome browser,,2687,1
4165108,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3287,1
4165109,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3290,1
4165110,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3235,1
4165111,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3262,1
4165112,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3268,1
4165113,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3274,1
4165114,117252.0,European,Finnish,Retrieved from ExAC genome browser,,180,1
4165115,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3051,1
4165116,117252.0,European,Finnish,Retrieved from ExAC genome browser,,3086,1
4165117,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33344,1
4165118,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33211,1
4165119,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33296,1
4165120,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33193,1
4165121,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33363,1
4165122,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33351,1
4165123,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33285,1
4165124,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33210,1
4165125,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33343,1
4165126,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33342,1
4165127,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33350,1
4165128,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33356,1
4165129,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33148,1
4165130,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33348,1
4165131,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33228,1
4165132,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33329,1
4165133,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33333,1
4165134,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33352,1
4165135,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,30849,1
4165136,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,26999,1
4165137,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,26393,1
4165138,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33149,1
4165139,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33331,1
4165140,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33174,1
4165141,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33317,1
4165142,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,13720,1
4165143,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33335,1
4165144,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33359,1
4165145,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33323,1
4165146,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33306,1
4165147,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33297,1
4165148,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33355,1
4165149,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33362,1
4165150,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33361,1
4165151,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,31621,1
4165152,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,32417,1
4165153,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33291,1
4165154,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33340,1
4165155,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33316,1
4165156,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,32876,1
4165157,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33186,1
4165158,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33214,1
4165159,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33177,1
4165160,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33303,1
4165161,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33299,1
4165162,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33309,1
4165163,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33347,1
4165164,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,27268,1
4165165,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33220,1
4165166,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33240,1
4165167,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33345,1
4165168,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33275,1
4165169,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33304,1
4165170,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,32595,1
4165171,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33341,1
4165172,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,32693,1
4165173,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33000,1
4165174,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33136,1
4165175,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33366,1
4165176,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33358,1
4165177,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33367,1
4165178,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,3810,1
4165179,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,32975,1
4165180,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33169,1
4165181,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,29181,1
4165182,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,29111,1
4165183,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33354,1
4165184,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33270,1
4165185,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33233,1
4165186,117252.0,European,Non-Finnish,Retrieved from ExAC genome browser,,33364,1
4165187,113537.0,European,Utah Residents with Northern and Western European Ancestry (CEU),,,198,1
4165188,113537.0,European,Finnish (FIN),,,198,1
4165189,113537.0,European,Toscani (TSI),,,214,1
4165190,113537.0,European,Iberian populations (IBS),,,214,1
4165191,113537.0,European,British in England and Scotland (GBR),,,182,1
4165192,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5743,1
4165193,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5689,1
4165194,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5751,1
4165195,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5675,1
4165196,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5788,1
4165197,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5766,1
4165198,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5687,1
4165199,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5674,1
4165200,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5726,1
4165201,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5778,1
4165202,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5784,1
4165203,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5789,1
4165204,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5704,1
4165205,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5785,1
4165206,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5730,1
4165207,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5782,1
4165208,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5760,1
4165209,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5748,1
4165210,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5300,1
4165211,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,4929,1
4165212,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,4847,1
4165213,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5722,1
4165214,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5770,1
4165215,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5658,1
4165216,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5781,1
4165217,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5776,1
4165218,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,2937,1
4165219,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5783,1
4165220,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5786,1
4165221,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5746,1
4165222,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5773,1
4165223,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5780,1
4165224,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5779,1
4165225,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5552,1
4165226,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5642,1
4165227,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5750,1
4165228,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5619,1
4165229,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5672,1
4165230,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5676,1
4165231,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5670,1
4165232,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5717,1
4165233,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5714,1
4165234,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5715,1
4165235,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5729,1
4165236,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5079,1
4165237,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5762,1
4165238,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5765,1
4165239,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5716,1
4165240,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5591,1
4165241,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5771,1
4165242,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5633,1
4165243,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5701,1
4165244,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5761,1
4165245,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5772,1
4165246,117252.0,Latino,Latino,Retrieved from ExAC genome browser,,5775,1
